userId,movieId,len,recall@5000,rating,movies,pred,MRR
11592,"['608', '1584', '1673', '25', '1416', '6', '1573', '62', '1683', '1586', '1639', '745', '991', '1608', '1641', '1588', '1422', '1479', '1616', '1365', '1633']",21,0.3809523809523809,"[5.0, 5.0, 3.0, 5.0, 3.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0]","['745', '608', '12155', '527', '37724', '168259', '767', '10193', '82', '675', '14161', '83666', '211672', '116', '12444', '496', '2357', '278927']","[0.6951986319761998, 0.6783533575242248, 0.6511476231387171, 0.6408917200360849, 0.6407115309320233, 0.6303576563518037, 0.6208125111162464, 0.6185277648299637, 0.6182079300276392, 0.6173544576377427, 0.6147556350391611, 0.612127534033888, 0.6112394443861786, 0.6087363826083286, 0.6031224558321907, 0.5949780497118056, 0.5919326478391757, 0.5886036984337785]",1.0
11677,"['141', '260', '778', '1073', '5', '17', '25', '86', '140', '628', '762', '805', '661', '802', '832', '100', '637', '74']",18,0.7777777777777778,"[3.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","['527', '680', '337339', '28', '706', '127380', '670', '497', '58', '285', '16869', '675', '11324', '210577', '767', '2503', '309', '161']","[0.9754829380716166, 0.9741463270054171, 0.9577024489212386, 0.9573150787746705, 0.9551255414486721, 0.9536249835205132, 0.9532562141640197, 0.952062260757961, 0.9495878262058554, 0.9491735739957452, 0.9484239403506419, 0.9478658135006042, 0.947782658085669, 0.9457247228824844, 0.9448694732042524, 0.944797874553368, 0.9444765722092198, 0.9443542659188708]",0.02631578947368421
11788,"['150', '380', '592', '3', '75', '590', '2', '19', '435', '112', '761', '88', '15']",13,0.0,"[5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0]","['947', '803', '72809', '2493', '1398', '4488', '2768', '1669', '1643', '51359', '745', '805', '2907', '3681', '7227', '78', '706', '2969']","[0.9581580186755573, 0.9559524482277967, 0.9552673403425065, 0.9525443683462596, 0.9521525527171057, 0.9424316599310254, 0.9421694339463585, 0.9403123182236242, 0.9399986466426831, 0.9398100354229174, 0.9384624455983641, 0.9366005240579927, 0.9364225345633697, 0.93572952573756, 0.9332769766991378, 0.9315372531799027, 0.9303801511090679, 0.9298567409035793]",0.0
11902,"['150', '296', '318', '2028', '431', '53000', '849', '2300', '839', '1126', '3699', '3763']",12,0.0833333333333333,"[4.0, 4.5, 4.5, 4.0, 4.0, 3.5, 3.5, 4.5, 3.0, 4.0, 4.0, 3.5]","['360249', '90', '339327', '113347', '211672', '745', '57276', '245891', '460846', '337339', '463906', '83', '67531', '117680', '111', '321645', '369336', '120831']","[0.8231823713338231, 0.8067603316565368, 0.7871038667874639, 0.7856882987372288, 0.7830285873871431, 0.7820443317912408, 0.7766962497405895, 0.7752690816516569, 0.7732319188341179, 0.772811884124816, 0.770045235499271, 0.7595504080079296, 0.759205471719472, 0.7573785266474206, 0.7564290427393983, 0.7550729430807953, 0.7539902365061827, 0.7538546062607603]",0.00020157226365652087
11927,"['150', '165', '253', '296', '318', '380', '457', '480', '292', '364', '377', '588', '110', '344', '592', '595', '3', '628', '454', '539', '590', '597', '21', '153', '196', '231', '316', '329', '434', '500', '587', '339', '273', '280', '160', '490', '257']",37,0.1081081081081081,"[5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0]","['947', '2731', '593', '1398', '745', '11518', '744', '2721', '805', '5618', '1643', '221917', '794', '2969', '1669', '168259', '26614', '78']","[0.8862584560303919, 0.8716181311043522, 0.866154584399273, 0.8501957899752968, 0.8333189229513976, 0.8203306756156409, 0.8186076596851113, 0.8024188010222087, 0.80071690308297, 0.7995705388653078, 0.798572230827512, 0.7943780746830684, 0.7915053989051785, 0.7882810978201505, 0.7856434147176663, 0.7818009461108572, 0.7797053759708187, 0.7775023406425265]",0.03571428571428571
1197,"['150', '165', '172', '253', '296', '318', '380', '457', '480', '593', '292', '377', '110', '344', '592', '454', '590', '597', '300', '349', '2', '19', '21', '153', '158', '161', '168', '173', '185', '196', '204', '225', '231', '252', '256', '293', '315', '316', '317', '329', '333', '410', '434', '435', '440', '442', '500', '586', '587']",49,0.2857142857142857,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 4.0]","['745', '593', '2064', '340677', '250546', '1280', '211672', '176', '10193', '1398', '803', '116437', '127380', '18117', '463906', '11518', '47241', '249164']","[0.8340478364996715, 0.8319816298689082, 0.8224623668960888, 0.8219455680344997, 0.821663177744644, 0.8205169923949257, 0.819359654395708, 0.8100735589522166, 0.7918780999435774, 0.7871948980624156, 0.7718165206487166, 0.7696529683183874, 0.7670691069341928, 0.7649432037062573, 0.7623859189508618, 0.7612725839500869, 0.7581374634677978, 0.7568610759345248]",0.5
12340,"['296', '318', '457', '593', '1246', '1265', '858', '1089', '110', '592', '1411', '25', '79', '198', '1103', '1247', '153', '440', '587', '105', '277', '111', '132', '534', '509', '428', '921', '531']",28,0.1071428571428571,"[5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 3.0, 3.0, 4.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 3.0, 3.0, 4.0]","['245891', '293660', '337339', '745', '211672', '221917', '2692', '271110', '268531', '168259', '10193', '1280', '339403', '2357', '113347', '339327', '501', '49026']","[0.9701975815287651, 0.9630663186750494, 0.9568478579781399, 0.9505521828919008, 0.9461208921194867, 0.9449169766064993, 0.9366572029862035, 0.93657406564246, 0.9355928367749179, 0.9318316428894471, 0.9282706286391958, 0.9224267685451838, 0.9218772628021236, 0.9168474610465348, 0.9056583597144371, 0.9056548779018823, 0.9053121660841317, 0.9040155675420105]",0.003703703703703704
1244,"['296', '318', '778', '1265', '1580', '1610', '1884', '1997', '2762', '223', '858', '1393', '1645', '1732', '1994', '2028', '3527', '4011', '4995', '344', '48385', '788', '2671', '2788', '4973', '4993', '527', '539', '597', '265', '1552', '3083', '19', '231', '105', '145', '1273', '1279', '1441', '1483', '1485', '1586', '1619', '1639', '1726', '1923', '1958', '2064', '2324', '2470', '4235', '4254', '5060', '6016', '8973', '8981', '9010', '27033', '27523', '27636', '27768', '27850', '33166', '40819', '44555', '44694', '44974', '53318', '56715', '59118', '66762', '67087', '72386', '74946', '84772', '84857', '85367', '107978']",78,0.1282051282051282,"[4.0, 4.5, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 4.5, 4.0, 3.0, 4.0, 3.0, 3.5, 5.0, 5.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 3.0, 3.5, 5.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.5, 3.0, 5.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 3.5, 4.0, 4.0, 4.0, 4.5, 3.0, 5.0]","['37429', '27644', '67145', '66878', '1260', '59126', '145194', '85540', '54075', '116437', '80928', '71910', '42409', '26599', '103168', '339327', '33421', '113347']","[0.7606027821472245, 0.7586401150038153, 0.7566908586571773, 0.7525443752943866, 0.7420839616048641, 0.7383460844824565, 0.7363647483885676, 0.735445764297742, 0.7350458511727773, 0.7334303499536704, 0.7329566694772139, 0.7323549760800587, 0.7312457367127924, 0.7283721328135374, 0.7278095645145339, 0.7254414856087974, 0.7215255680374733, 0.7209109636928323]",0.0056179775280898875
12515,"['253', '260', '296', '318', '457', '480', '593', '608', '778', '1265', '1387', '1961', '1997', '2762', '2959', '4034', '223', '292', '377', '551', '968', '1089', '2028', '2115', '2502', '2692', '4011', '592', '595', '6', '1573', '3160', '454', '527', '2355', '70', '233', '288', '599', '902', '912', '916', '923', '1244', '1719', '1834', '1912', '3083', '293', '5060', '903', '3418', '431', '2093', '2694', '919', '1127', '1262', '1278', '2428', '3175', '235', '111', '1690', '2019', '4105', '549', '899', '509', '2759', '121', '521', '866', '3037', '2078', '3489', '1907', '2890', '1717', '2161', '1676', '1909', '2565', '482', '1947', '3034', '170', '279', '1392', '1921', '2026', '2043', '2139', '2143', '2164', '2253', '2348', '2722', '2912', '3178', '4148', '4437', '4612']",103,0.1067961165048543,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0]","['26599', '27644', '581', '65300', '103168', '128606', '280', '301883', '26537', '7227', '4169', '7988', '3578', '51416', '5927', '38246', '174278', '335498']","[0.7864647517952469, 0.771943927224996, 0.7667704462712236, 0.7641635209352521, 0.7552808723572595, 0.7526567440570391, 0.744428291952737, 0.7407461694639541, 0.7401994871957763, 0.7400908603926093, 0.738923891518617, 0.7388992993713451, 0.7342784499195671, 0.7337668253373578, 0.7308456440115572, 0.729800093157226, 0.7294374951251459, 0.7294374951251459]",0.0058823529411764705
12684,"['296', '480', '608', '1580', '364', '588', '3578', '4886', '7090', '8961', '8983', '46578', '53121', '54272', '592', '595', '780', '8368', '45722', '4993', '1911', '405', '3081', '5816', '4896', '40815', '41566', '42738', '47610', '54001', '502', '45431', '88', '839', '1429', '8373', '34530', '36527', '43919', '55553']",40,0.225,"[3.5, 3.0, 3.0, 4.5, 5.0, 5.0, 4.5, 5.0, 4.0, 4.0, 3.0, 3.0, 4.5, 5.0, 4.5, 4.5, 3.0, 5.0, 5.0, 5.0, 3.5, 4.5, 4.5, 5.0, 5.0, 5.0, 4.5, 5.0, 3.5, 5.0, 3.0, 4.0, 3.0, 3.0, 3.5, 3.0, 4.0, 3.5, 4.0, 3.5]","['26599', '26198', '26537', '27644', '33421', '34325', '151043', '18846', '84617', '128606', '103168', '194310', '71910', '79308', '22114', '363157', '435041', '26547']","[0.7200374581115271, 0.7085086548589995, 0.6760436364000973, 0.6649173605546115, 0.6643881126233505, 0.6640619133715975, 0.6552252796711864, 0.6519388716731663, 0.6470224881293425, 0.6416484745453671, 0.639064534748002, 0.632050075164842, 0.6303548931367868, 0.6249136678607733, 0.6208845397435651, 0.6193985849562672, 0.618518866342995, 0.6166957344519969]",0.010101010101010102
12742,"['260', '296', '318', '541', '593', '2762', '2959', '4034', '4226', '750', '1089', '2028', '2502', '3578', '4011', '4886', '4995', '5618', '8464', '8874', '8961', '54272', '58559', '110', '45722', '4973', '4993', '527', '293', '105', '2324', '4235', '6016', '33166', '44555', '44694', '345', '745', '1250', '1396', '5995', '8970', '30707', '49530', '68954', '1372', '5956', '6537', '53519', '7445', '1371', '2193', '40629', '6947', '41566', '31410', '1909', '1479', '5528', '5971', '8371', '3980', '26776', '36401', '63859']",65,0.0769230769230769,"[4.5, 4.5, 4.5, 4.0, 3.5, 4.5, 4.5, 4.0, 4.5, 3.5, 3.5, 4.0, 3.5, 3.0, 4.0, 4.0, 4.0, 4.5, 3.5, 4.0, 3.5, 4.0, 3.0, 3.0, 3.5, 4.5, 4.5, 4.0, 3.0, 4.5, 4.0, 4.5, 4.5, 3.5, 4.0, 4.0, 4.0, 3.0, 3.5, 3.0, 4.0, 3.5, 3.5, 3.5, 3.5, 4.0, 3.0, 3.0, 3.5, 3.5, 3.0, 3.0, 3.5, 4.0, 3.0, 4.0, 3.5, 3.0, 3.0, 4.5, 3.0, 3.5, 4.0, 3.5, 3.0]","['26537', '18846', '26009', '435041', '26599', '26547', '221917', '51359', '51357', '151043', '27644', '51358', '84771', '43396', '34325', '84617', '79308', '194310']","[0.7381169658754175, 0.7166953869605242, 0.7117301774734418, 0.7051621836602351, 0.702090338691, 0.6804453234229311, 0.6733122979996836, 0.6692188527837464, 0.6513866766063502, 0.639387247798107, 0.6341294071537982, 0.6296563764511267, 0.6272071929430826, 0.6264701568315392, 0.6227689812374304, 0.6203786851279871, 0.6035970498521457, 0.5997430373047962]",0.012345679012345678
12844,"['172', '1732', '1252', '168', '315', '5060', '342', '1396', '552', '2100', '1376', '246', '1358', '2001']",14,0.0,"[3.0, 3.5, 4.5, 3.0, 4.0, 4.5, 3.5, 4.5, 3.5, 4.0, 4.0, 4.0, 3.5, 3.5]","['37429', '335026', '366736', '58928', '142023', '341445', '142528', '288128', '136921', '27208', '27875', '83481', '189359', '123337', '116019', '422566', '417004', '55437']","[0.8472722586600984, 0.8429269657194524, 0.8401095935642381, 0.8391642172156528, 0.8257949348028204, 0.8256553622978052, 0.8249513263559111, 0.8218285214936873, 0.8217548223718585, 0.8168664297974133, 0.8149361602929545, 0.8124093167910176, 0.8120985940805101, 0.8119399166903002, 0.811347048523736, 0.8097541878027965, 0.8081468923905449, 0.8050067728253618]",0.0
